Date,City,Lat,Lon,Country,Metric,Type,Value,Prev,Prev Date,Scope,Since,Elevation,WMO
2025-07-26,Kozhikode AP  (Karipur),,,India,Max Temp,Low,24.1,24.5,2022-07-10,Month,1988-01-01,107,43320
2025-07-24,Jorhat,,,India,Min Temp,High,29.1,29,2025-07-14,Month,1970-01-01,88,42423
2025-07-24,North Lakhimpur,,,India,Min Temp,High,28.5,28.2,2025-07-14,Month,1969-01-01,102,42309
2025-07-24,Raisen,,,India,Max Temp,Low,23.6,27,,Month,1971-01-01,440,42672
2025-07-24,Tadong,,,India,Max Temp,High,32.8,32.6,2025-07-23,Month,1978-01-01,1322,42217
2025-07-23,Tadong,,,India,Max Temp,High,32.6,32.5,2025-07-22,Month,1978-01-01,1322,42217
2025-07-22,Tadong,,,India,Max Temp,High,32.5,32.4,2025-07-13,Month,1978-01-01,1322,42217
2025-07-14,Jorhat,,,India,Min Temp,High,29,28.9,1972-07-14,Month,1970-01-01,88,42423
2025-07-14,North Lakhimpur,,,India,Min Temp,High,28.2,27.4,2025-07-11,Month,1969-01-01,102,42309
2025-07-13,Gaya,,,India,Min Temp,Low,16.2,16.7,1886-07-02,Month,1886-01-01,116,42591
2025-07-13,Guwahati,,,India,Max Temp,High,38.4,38.4,,Month,1951-01-01,54,42410
2025-07-13,Khajuraho,,,India,Rain,24hrs,160.4,143.2,1981-07-07,Month,1970-01-01,221,42567
2025-07-13,Tadong,,,India,Max Temp,High,32.4,32.3,2025-07-01,Month,1978-01-01,1322,42217
2025-07-13,Tikamgarh,,,India,Rain,24hrs,215,180,1974-07-03,Month,1968-01-01,330,42562
2025-07-12,Narsapur,,,India,Max Temp,High,39.6,38.9,2002-07-11,Month,1988-01-01,4,43187
2025-07-11,North Lakhimpur,,,India,Min Temp,High,27.4,27.3,2022-07-07,Month,1969-01-01,102,42309
2025-07-10,Aminidivi,,,India,Min Temp,High,29,28.5,2014-07-02,Month,1969-01-01,12,43311
2025-07-06,Jharsuguda,,,India,Rain,24hrs,205.2,195.1,2002-07-17,Month,1951-01-01,230,42886
2025-07-06,Koraput,,,India,Max Temp,High,35.5,35,2025-07-05,Month,1951-01-01,913,43097
2025-07-06,Srinagar,,,India,Min Temp,High,25.2,21,,Month,1969-01-01,1585,42027
2025-07-06,Srinagar,,,India,Min Temp,High,25.2,21,,Year,1969-01-01,1585,42027
2025-07-05,Koraput,,,India,Max Temp,High,35,33.6,1969-07-09,Month,1951-01-01,913,43097
2025-07-05,Pahalgam,,,India,Max Temp,High,31.6,31.5,2024-07-21,Month,1978-01-01,2310,42028
2025-07-05,Qazigund,,,India,Min Temp,High,23.4,22.8,1997-07-18,Month,1969-01-01,1690,42044
2025-07-05,Qazigund,,,India,Min Temp,High,23.4,23.3,1970-06-28,Year,1969-01-01,1690,42044
2025-07-01,Mandi,,,India,Rain,24hrs,216.8,198.8,1976-06-26,Month,1954-01-01,760,42078
2025-07-01,Tadong,,,India,Max Temp,High,32.3,32.1,2017-07-18,Month,1978-01-01,1322,42217
2025-06-26,Washim,,,India,Max Temp,Low,24,16,,Month,2007-01-01,565,42935
2025-06-25,Pahalgam,,,India,Min Temp,High,18.8,17.8,2025-05-22,Month,1978-01-01,2310,42028
2025-06-25,Srinagar,,,India,Min Temp,High,25,24.6,1978-06-29,Month,1969-01-01,1585,42027
2025-06-24,Alibag,,,India,Min Temp,Low,19.9,20.5,2020-06-08,Month,1934-01-01,7,43058
2025-06-24,Pachmarhi,,,India,Min Temp,Low,14.8,15.2,1992-06-11,Month,1906-01-01,1075,42767
2025-06-24,Surat,,,India,Rain,24hrs,346,260.1,1922-06-27,Month,1894-01-01,8,42840
2025-06-23,Haveri,,,India,Max Temp,Low,21.8,23.4,2021-06-19,Month,2004-01-01,563,43227
2025-06-22,Bhilwara,,,India,Rain,24hrs,175,81,2019-06-28,Month,1962-01-01,421,42447
2025-06-22,Pahalgam,,,India,Min Temp,High,17.8,17.6,2008-06-15,Month,1978-01-01,2310,42028
2025-06-22,Tikamgarh,,,India,Rain,24hrs,215,136,2001-06-30,Month,1968-01-01,330,42562
2025-06-21,Bhilwara,,,India,Max Temp,Low,25.4,27.5,2025-05-17,Month,1969-01-01,421,42447
2025-06-21,Kangra AP,,,India,Rain,24hrs,87.8,78.6,2015-06-21,Month,2012-01-01,771,42076
2025-06-17,Bhilwara,,,India,Max Temp,Low,27.5,27.8,1971-06-27,Month,1969-01-01,421,42447
2025-06-14,Dhubri,,,India,Min Temp,High,29.6,29.2,2023-06-08,Month,1969-01-01,35,42404
2025-06-14,Kalimpong,,,India,Min Temp,High,23,11,,Month,1969-01-01,1209,42296
2025-06-14,Supaul,,,India,Min Temp,High,30.2,29.9,2025-06-11,Month,1969-01-01,50,42393
2025-06-13,Cherrapunji,,,India,Max Temp,High,30.5,29.9,2023-06-09,Month,1913-01-01,1313,42515
2025-06-13,Passighat,,,India,Max Temp,High,38.8,38.6,2025-06-12,Month,1957-01-01,157,42220
2025-06-12,Dibrugarh (Mohanbari),,,India,Max Temp,High,38.7,38.2,2015-06-26,Month,1952-01-01,111,42314
2025-06-12,Itanagar,,,India,Max Temp,High,39.7,39.5,2015-06-26,Month,2007-01-01,203,42308
2025-06-12,Passighat,,,India,Max Temp,High,38.6,10,,Month,1957-01-01,157,42220
2025-06-11,Darjeeling,,,India,Max Temp,High,25.8,25.6,1979-06-02,Month,1951-01-01,2128,42295
2025-06-11,Golaghat,,,India,Min Temp,High,30,29,2024-06-24,Month,1969-01-01,95,42420
2025-06-11,Kalimpong,,,India,Min Temp,High,23,22.6,1980-06-30,Month,1969-01-01,1209,42296
2025-06-11,Supaul,,,India,Min Temp,High,29.9,29.6,2024-06-27,Month,1969-01-01,50,42393
2025-06-10,Passighat,,,India,Max Temp,High,38.6,21,,Month,1957-01-01,157,42220
2025-05-30,Adilabad,,,India,Rain,24hrs,65,55,2025-05-28,Month,1980-01-01,270,43025
2025-05-28,Adilabad,,,India,Rain,24hrs,55,32,1981-05-09,Month,1980-01-01,270,43025
2025-05-28,Akola,,,India,Rain,24hrs,140.7,66.7,2025-05-22,Month,1885-01-01,282,42933
2025-05-28,Dharwad,,,India,Max Temp,Low,24.8,25,2025-05-21,Month,2007-01-01,686,43200
2025-05-28,Haveri,,,India,Max Temp,Low,24.2,24.4,2025-05-20,Month,2005-01-01,563,43227
2025-05-28,Okha,,,India,Min Temp,High,30,27,,Month,1969-01-01,7,42730
2025-05-28,Phalodi,,,India,Min Temp,High,35.4,34,2025-05-27,Month,1969-01-01,233,42237
2025-05-28,Udgir,,,India,Max Temp,Low,29,29.5,2025-05-24,Month,2005-01-01,640,43076
2025-05-27,Alibag,,,India,Max Temp,Low,26.7,27,2025-05-26,Month,1969-01-01,7,43058
2025-05-27,Alibag,,,India,Rain,24hrs,163.4,149.4,2025-05-26,Month,1938-01-01,7,43058
2025-05-27,Belgaum City,,,India,Max Temp,Low,24,24.5,2022-05-20,Month,1969-01-01,753,43197
2025-05-27,Bidar,,,India,Max Temp,Low,28.2,28.8,1990-05-13,Month,1969-01-01,664,43125
2025-05-27,Deesa,,,India,Min Temp,High,31.4,31,2010-05-20,Month,1969-01-01,137,42539
2025-05-27,Diu,,,India,Min Temp,High,29.4,29,2025-05-21,Month,1969-01-01,10,42914
2025-05-27,Matheran,,,India,Max Temp,Low,22.6,23.6,2025-05-26,Month,1977-01-01,696,43060
2025-05-27,New Kandla,,,India,Min Temp,High,30,29.6,2004-05-08,Month,1969-01-01,14,42638
2025-05-27,Okha,,,India,Min Temp,High,30,29.8,2025-05-26,Month,1969-01-01,7,42730
2025-05-27,Phalodi,,,India,Min Temp,High,34,32.8,2025-05-26,Month,1969-01-01,233,42237
2025-05-27,Pune (Shivajinagar),,,India,Max Temp,Low,24.8,25.8,2000-05-19,Month,1969-01-01,556,43063
2025-05-26,Alibag,,,India,Max Temp,Low,27,29,1976-05-03,Month,1969-01-01,7,43058
2025-05-26,Alibag,,,India,Rain,24hrs,149.4,103.1,1938-05-29,Month,1938-01-01,7,43058
2025-05-26,Bijapur,,,India,Max Temp,Low,24.5,27,1979-05-15,Month,1969-01-01,598,43161
2025-05-26,Harnai,,,India,Rain,24hrs,307,157,1956-05-03,Month,1951-01-01,18,43109
2025-05-26,Harnai,,,India,Max Temp,Low,26.4,27.2,2025-05-25,Month,1969-01-01,18,43109
2025-05-26,Kolhapur,,,India,Max Temp,Low,24.3,24.8,2025-05-23,Month,1969-01-01,570,43157
2025-05-26,Matheran,,,India,Rain,24hrs,181,56,2025-05-21,Month,1977-01-01,696,43060
2025-05-26,Matheran,,,India,Max Temp,Low,23.6,24.6,2025-05-25,Month,1977-01-01,696,43060
2025-05-26,Mumbai (Colaba),,,India,Max Temp,Low,26.4,28.7,1990-05-31,Month,1969-01-01,11,43057
2025-05-26,Okha,,,India,Min Temp,High,29.8,29.7,2025-05-25,Month,1969-01-01,7,42730
2025-05-26,Phalodi,,,India,Min Temp,High,32.8,32.6,2025-05-24,Month,1969-01-01,233,42237
2025-05-26,Raichur,,,India,Max Temp,Low,25,26.2,1979-05-15,Month,1969-01-01,400,43169
2025-05-26,Sangli,,,India,Max Temp,Low,24.7,25.2,2025-05-25,Month,1969-01-01,549,43158
2025-05-25,Ahmednagar,,,India,Max Temp,Low,25,23,,Month,1969-01-01,657,43009
2025-05-25,Amravati,,,India,Max Temp,Low,27.8,28.5,1979-05-15,Month,1969-01-01,370,42937
2025-05-25,Baramati,,,India,Rain,24hrs,130.2,84.7,1966-05-04,Month,1954-01-01,551,43069
2025-05-25,Harnai,,,India,Max Temp,Low,27.2,27.9,1990-05-30,Month,1969-01-01,18,43109
2025-05-25,Karnal,,,India,Rain,24hrs,118,43.8,2005-05-04,Month,1951-01-01,248,42137
2025-05-25,Matheran,,,India,Max Temp,Low,24.6,25,2021-05-20,Month,1977-01-01,696,43060
2025-05-25,Okha,,,India,Min Temp,High,29.7,29.6,2025-05-24,Month,1969-01-01,7,42730
2025-05-25,Osmanabad,,,India,Max Temp,Low,27.2,27.4,2008-05-05,Month,1976-01-01,663,43075
2025-05-25,Sangli,,,India,Max Temp,Low,25.2,26.5,2025-05-24,Month,1969-01-01,549,43158
2025-05-25,Solapur,,,India,Max Temp,Low,28.3,28.9,2025-05-24,Month,1969-01-01,479,43117
2025-05-24,Okha,,,India,Min Temp,High,29.6,29.5,2018-05-29,Month,1969-01-01,7,42730
2025-05-24,Phalodi,,,India,Min Temp,High,32.6,32.5,1970-05-23,Month,1969-01-01,233,42237
2025-05-24,Ratnagiri,,,India,Max Temp,Low,25.6,25.9,1990-05-30,Month,1969-01-01,91,43110
2025-05-24,Sangli,,,India,Max Temp,Low,26.5,26.6,2025-05-22,Month,1969-01-01,549,43158
2025-05-24,Solapur,,,India,Max Temp,Low,28.9,29.2,2014-05-02,Month,1969-01-01,479,43117
2025-05-24,Udgir,,,India,Max Temp,Low,29.5,31,2025-05-22,Month,2005-01-01,640,43076
2025-05-23,Ahmednagar,,,India,Max Temp,Low,25,28,1990-05-31,Month,1969-01-01,657,43009
2025-05-23,Aurangabad AP,,,India,Max Temp,Low,26.8,28.6,2016-05-28,Month,1969-01-01,587,43014
2025-05-23,Baramati,,,India,Max Temp,Low,23.8,29.8,1979-05-15,Month,1969-01-01,551,43069
2025-05-23,Jeur,,,India,Max Temp,Low,25,31,2025-05-22,Month,1969-01-01,521,43071
2025-05-23,Kolhapur,,,India,Max Temp,Low,24.8,25,2000-05-20,Month,1969-01-01,570,43157
2025-05-22,Akola,,,India,Rain,24hrs,66,44.7,1943-05-28,Month,1885-01-01,282,42933
2025-05-22,Fursatganj,,,India,Rain,24hrs,56.6,51.2,2021-05-20,Month,2006-01-01,110,42372
2025-05-22,Jeur,,,India,Max Temp,Low,31,31.2,1974-05-25,Month,1969-01-01,521,43071
2025-05-22,Medak,,,India,Rain,24hrs,117,100,1990-05-13,Month,1979-01-01,472,43083
2025-05-22,Sangli,,,India,Max Temp,Low,26.6,26.9,2021-05-17,Month,1969-01-01,549,43158
2025-05-22,Satara,,,India,Rain,24hrs,86.6,59.5,2025-05-21,Month,1989-01-01,660,43113
2025-05-22,Surendranagar,,,India,Min Temp,High,30.2,30,2025-05-21,Month,1969-01-01,71,42740
2025-05-22,Udgir,,,India,Max Temp,Low,31,31.1,2006-05-28,Month,2005-01-01,640,43076
2025-05-21,Dharwad,,,India,Max Temp,Low,25,26,2022-05-19,Month,2007-01-01,686,43200
2025-05-21,Diu,,,India,Min Temp,High,29,28.9,2016-05-29,Month,1969-01-01,10,42914
2025-05-21,Haveri,,,India,Max Temp,Low,23,24.4,2025-05-20,Month,2005-01-01,563,43227
2025-05-21,Matheran,,,India,Rain,24hrs,56,47.7,1974-05-25,Month,1977-01-01,696,43060
2025-05-21,Satara,,,India,Rain,24hrs,59.5,56.3,2025-05-20,Month,1989-01-01,660,43113
2025-05-21,Surendranagar,,,India,Min Temp,High,30,29.8,2025-05-20,Month,1969-01-01,71,42740
2025-05-20,Haveri,,,India,Max Temp,Low,24.4,24.6,2022-05-22,Month,2005-01-01,563,43227
2025-05-20,Satara,,,India,Rain,24hrs,56.3,44,2014-05-28,Month,1989-01-01,660,43113
2025-05-20,Surendranagar,,,India,Min Temp,High,29.8,29.7,1970-05-30,Month,1969-01-01,71,42740
2025-05-15,Anantapur,,,India,Rain,24hrs,168.4,95.3,2016-05-29,Month,1917-01-01,350,43237
2025-05-15,Karaikal,,,India,Min Temp,Low,19.2,21,2003-05-18,Month,1973-01-01,7,43346
2025-05-14,Dharwad,,,India,Rain,24hrs,127.6,75.4,2018-05-12,Month,2007-01-01,686,43200
2025-05-14,Thanjavur,,,India,Min Temp,High,31,30.6,2025-05-13,Month,1975-01-01,68,43330
2025-05-13,Thanjavur,,,India,Min Temp,High,30.6,30,2025-05-12,Month,1975-01-01,68,43330
2025-05-12,Thanjavur,,,India,Min Temp,High,30,4,,Month,1975-01-01,68,43330
2025-05-11,Malda,,,India,Min Temp,High,30.3,30.2,1970-05-14,Month,1969-01-01,31,42503
2025-05-09,Khargone,,,India,Min Temp,Low,20,20.5,1979-05-23,Month,1969-01-01,251,42849
2025-05-08,Alibag,,,India,Min Temp,Low,19.8,21.7,1943-05-25,Month,1934-01-01,7,43058
2025-05-08,Mumbai (Colaba),,,India,Min Temp,Low,22.2,22.8,1951-05-25,Month,1881-01-01,11,43057
2025-05-07,Ahmedabad,,,India,Max Temp,Low,26.9,30.5,1982-05-09,Month,1969-01-01,55,42647
2025-05-07,Dhar,,,India,Max Temp,Low,30.2,30.6,1974-05-28,Month,1974-01-01,583,42752
2025-05-07,Gandhinagar,,,India,Max Temp,Low,28,31,2021-05-20,Month,1974-01-01,81,42654
2025-05-07,Indore,,,India,Max Temp,Low,28.6,30.6,2010-05-07,Month,1969-01-01,567,42754
2025-05-07,Mahuva,,,India,Max Temp,Low,25.8,30.8,2025-05-06,Month,1969-01-01,9,42837
2025-05-07,Ujjain,,,India,Max Temp,Low,29,30.1,1982-05-10,Month,1969-01-01,489,42662
2025-05-07,Vadodara AP,,,India,Max Temp,Low,26.4,30.6,1982-05-09,Month,1969-01-01,38,42748
2025-05-06,Bhilwara,,,India,Max Temp,Low,27.4,29.6,2025-05-05,Month,1969-01-01,421,42447
2025-05-06,Mahuva,,,India,Max Temp,Low,30.8,31.3,1983-05-01,Month,1969-01-01,9,42837
2025-05-06,Udaipur AP,,,India,Max Temp,Low,29,10,,Month,1969-01-01,509,42542
2025-05-05,Barmer,,,India,Max Temp,Low,30.6,32.1,1997-05-04,Month,1969-01-01,193,42435
2025-05-05,Bhilwara,,,India,Max Temp,Low,29.6,30.3,1982-05-02,Month,1969-01-01,421,42447
2025-05-05,Jodhpur,,,India,Max Temp,Low,25.9,28.4,2023-05-31,Month,1969-01-01,217,42339
2025-05-05,Raisen,,,India,Max Temp,Low,27.4,29.1,1999-05-22,Month,1971-01-01,440,42672
2025-05-04,Thanjavur,,,India,Min Temp,High,30,29.6,1980-05-28,Month,1975-01-01,68,43330
2025-05-04,Tuni,,,India,Max Temp,Low,26.5,28.2,2022-05-12,Month,1995-01-01,18,-
2025-04-30,Jaisalmer,,,India,Max Temp,High,46.4,46.3,2025-04-29,Month,1949-01-01,258,42328
2025-04-29,Jaisalmer,,,India,Max Temp,High,46.3,46.2,2025-04-28,Month,1949-01-01,258,42328
2025-04-29,Pahalgam,,,India,Max Temp,High,27.8,27.4,1979-04-28,Month,1978-01-01,2310,42028
2025-04-28,Jaisalmer,,,India,Max Temp,High,46.2,46,2025-04-16,Month,1949-01-01,258,42328
2025-04-28,Rajkot,,,India,Max Temp,High,46.2,45.2,2025-04-09,Month,1892-01-01,138,42737
2025-04-26,Adiramapattinam,,,India,Min Temp,High,30.2,30.1,1998-04-24,Month,1969-01-01,6,43348
2025-04-24,Honavar,,,India,Max Temp,High,39.5,37.5,1987-04-18,Month,1951-01-01,63,43226
2025-04-24,Honavar,,,India,Max Temp,High,39.5,38.8,2013-03-06,Year,1951-01-01,63,43226
2025-04-22,Jharsuguda,,,India,Max Temp,High,46.2,46.1,2010-04-20,Month,1953-01-01,230,42886
2025-04-22,Rajnandgaon,,,India,Max Temp,High,45.5,44.5,2025-04-21,Month,1980-01-01,330,42948
2025-04-21,Rajnandgaon,,,India,Max Temp,High,44.5,44.1,2000-04-27,Month,1980-01-01,330,42948
2025-04-21,Thanjavur,,,India,Min Temp,High,31,30.2,2025-05-19,Month,1975-01-01,68,43330
2025-04-20,Leh,,,India,Max Temp,Low,1.7,2,2011-04-07,Month,1969-01-01,3513,42034
2025-04-19,Chittorgarh,,,India,Min Temp,High,29.5,29,2002-04-25,Month,1973-01-01,404,42546
2025-04-19,Thanjavur,,,India,Min Temp,High,30.2,29.6,1989-04-29,Month,1975-01-01,68,43330
2025-04-18,Chittorgarh,,,India,Max Temp,High,45.2,45.1,2009-04-29,Month,1973-01-01,404,42546
2025-04-16,Jaisalmer,,,India,Max Temp,High,46,45.8,2009-04-29,Month,1949-01-01,258,42328
2025-04-10,Patna,,,India,Rain,24hrs,42.6,34,1983-04-16,Month,1946-01-01,57,42492
2025-04-09,Rajkot,,,India,Max Temp,High,45.2,44.8,2017-04-14,Month,1892-01-01,138,42737
2025-04-04,TBIA (Thane),,,India,Rain,24hrs,16.8,0.4,2014-04-22,Month,2005-01-01,15,43005
2025-04-03,Gondia,,,India,Max Temp,Low,27.5,28,2000-04-10,Month,1969-01-01,304,42871
2025-04-03,Nagpur,,,India,Max Temp,Low,26.6,27,2008-04-08,Month,1969-01-01,310,42867
2025-04-03,Wardha,,,India,Max Temp,Low,29,30.5,2015-04-15,Month,1969-01-01,283,42939
2025-03-31,Ahmednagar,,,India,Min Temp,High,25.4,25,1976-03-28,Month,1969-01-01,657,43009
2025-03-31,Buldhana,,,India,Min Temp,High,29.8,15,,Month,1969-01-01,650,42931
2025-03-29,Kolhapur,,,India,Min Temp,High,25.8,25,2024-03-26,Month,1969-01-01,570,43157
2025-03-29,Kozhikode AP  (Karipur),,,India,Min Temp,High,28.4,28.3,2016-03-22,Month,1988-01-01,107,43320
2025-03-28,Rajnandgaon,,,India,Max Temp,High,43,41,2025-03-27,Month,1980-01-01,330,42948
2025-03-27,Rajnandgaon,,,India,Max Temp,High,41,40.5,2025-03-15,Month,1980-01-01,330,42948
2025-03-23,Pondicherry,,,India,Min Temp,High,28.4,27.6,2022-03-23,Month,1996-01-01,38,43331
2025-03-22,Balasore,,,India,Max Temp,Low,22.4,23,2005-03-12,Month,1969-01-01,20,42895
2025-03-22,Baripada,,,India,Rain,24hrs,123.4,71.2,1991-03-11,Month,1955-01-01,54,42894
2025-03-22,Digha,,,India,Max Temp,Low,23,23.2,1990-03-07,Month,1982-01-01,6,42901
2025-03-21,Aminidivi,,,India,Min Temp,High,28.6,16,,Month,1969-01-01,12,43311
2025-03-18,Thanjavur,,,India,Min Temp,High,28.6,28.2,1999-03-28,Month,1975-01-01,68,43330
2025-03-16,Aminidivi,,,India,Min Temp,High,28.6,28.5,2025-03-08,Month,1969-01-01,12,43311
2025-03-15,Rajnandgaon,,,India,Max Temp,High,40.5,40.2,1996-03-30,Month,1980-01-01,330,42948
2025-03-14,Chandrapur,,,India,Min Temp,High,29.2,26,,Month,1969-01-01,193,43029
2025-03-11,Malda,,,India,Min Temp,High,27.8,26.7,1996-03-31,Month,1969-01-01,31,42503
2025-03-11,Thiruvananthapuram AP,,,India,Min Temp,High,28.1,27.8,1988-03-26,Month,1969-01-01,64,43372
2025-03-08,Aminidivi,,,India,Min Temp,High,28.5,28.2,2020-03-31,Month,1969-01-01,12,43311
2025-03-06,Adilabad,,,India,Min Temp,Low,9.8,10.7,2017-03-13,Month,1980-01-01,270,43025
2025-03-05,Naliya,,,India,Min Temp,Low,6.2,6.4,1972-03-03,Month,1958-01-01,22,42631
2025-03-01,Thrissur  (Vellanikkara),,,India,Min Temp,High,27.9,26.8,2024-03-29,Month,1996-01-01,40,43357
